Index,Lat,Long,NPPTotal_gm2y,Age_yr,BiomassTotal_gm2,Lgs_mo,MAT_C,MAP_mm,LeafType,TEB_DD,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
372,36.7,112,1162,25,9001,6,5.008333333,712.1,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
376,36.78,112.12,713,45,9213,6,5.008333333,712.1,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
384,36.92,112.3,227,57,3217,7,6.533333333,650,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
387,36.97,112.3,477,52,6564,7,6.533333333,650,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
389,36.98,112.28,416,46,5406,7,6.533333333,650,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
390,36.98,112.37,383,36,4289,7,6.416666667,657.4,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
455,37.9,111.5,1149,30,16061,5,4.05,625.4,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
477,42.6,129.5,685,30,7339,5,2.741666667,625.2,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1069,28.6,97.4,1202,76,36188,7,8.075,826.5,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1070,26.15,99.08,829,110,20985,9,11.91666667,1102,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1071,26.3,99.32,678,120,18366,8,10.21666667,1061.4,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1072,27.82,99.32,829,35,10788,7,8.191666667,821.4,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1074,26.02,99.38,826,42,12382,10,12.875,1064.4,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1075,27.23,99.44,1135,30,13211,7,8.616666667,904.4,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1076,27.32,99.44,696,45,11186,7,8.616666667,904.4,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1077,25.72,99.5,1149,50,20373,9,12.43333333,1064.6,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1078,27.17,99.5,925,50,15571,7,9.941666667,930.6,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1079,27.32,99.57,944,110,25190,9,10.975,1097,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1082,25.87,99.62,1069,63,20519,9,11.69166667,1062.8,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1083,26.8,99.68,1199,25,12029,9,10.19166667,975.9,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1084,27.1,99.69,588,60,10769,9,10.44166667,931,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1085,27.7,99.7,1143,22,10343,6,6.516666667,819.5,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1093,26.8,100.2,1008,68,18632,9,11.725,982.7,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1095,27.45,100.48,1174,20,9736,8,10.775,909.6,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1096,27.75,100.54,529,150,13830,7,7.966666667,873.1,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1097,27.1,100.59,1501,140,41826,9,11.03333333,959.7,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1098,27.82,100.6,441,150,11228,7,7.966666667,873.1,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1099,27.1,100.65,1215,48,19344,9,11.03333333,959.7,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1100,27.67,100.66,452,100,10406,7,7.966666667,873.1,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1102,27.32,100.72,1285,20,10656,8,11.04166667,952.6,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1110,26.77,104.13,1038,23,9819,9,10.89166667,117.8,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1111,26.73,104.41,814,36,9842,10,12.54166667,112.6,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1149,31,116.1,1173,25,11372,9,12.49166667,96.9,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1155,26.7,103.84,801,31,8419,9,12.275,122.2,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1156,26.8,104.2,1226,52,18404,9,11.51666667,114.7,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1162,28.9,113.8,1199,23,11424,11,16.075,1455.1,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1172,29.8,95.7,1423,68,31153,5,4.066666667,662.3,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1173,29.8,95.7,1052,70,25099,5,4.066666667,662.3,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1175,29.7,94.1,964,71,17637,5,4.3,573.2,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1178,29,93.1,522,108,13390,5,4.058333333,370.5,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1182,27.4,88.9,1343,60,22479,5,5,1316.9,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1183,28.25,99.2,662,50,7939,7,8.8,732.5,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1184,26.67,100.11,655,38,5387,10,10.325,995.8,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1185,27.38,100.48,851,60,11905,8,10.775,909.6,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1186,27.53,99.51,1109,45,14477,7,8.45,846.3,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1187,27.23,100.96,535,20,3055,8,11.01666667,965.1,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1194,32.3,109.3,958,28,9100,9,11.90833333,1096.8,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1203,30.9,102.4,592,199,18473,5,3.55,725.2,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1204,31.2,98.8,490,214,12926,4,2.725,601.3,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1205,33.45,103.39,853,130,23168,4,0.95,691.6,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1206,33.59,103.57,603,86,10988,4,1.233333333,689,needle,12.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
494,40.6,118.4,1056,30,10584,7,8.575,647.1,broadleaf,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
527,36.4,117.2,1017,23,6912,8,11.75,775.6,broadleaf,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
576,36.55,111.92,1290,56,11330,7,7.933333333,629.1,broadleaf,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
580,36.6,111.94,690,66,10387,7,7.933333333,629.1,broadleaf,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
664,40.6,118.4,1131,42,12323,7,8.575,647.1,broadleaf,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
768,31.4,103.1,1349,94,23991,6,6.433333333,722.7,broadleaf,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
771,33.57,103.69,968,110,16579,5,2.616666667,686.5,broadleaf,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
178,32,102.9,674,166,35062,5,5.241666667,701.5,needle,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
180,31.4,103.1,864,163,32131,6,6.433333333,722.7,needle,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
192,33.57,103.67,567,151,23337,5,2.616666667,689,needle,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
343,36.4,117.2,526,23,4483,8,11.75,775.6,needle,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
364,36.63,111.22,529,38,6070,7,7.375,641.6,needle,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
393,37,120,533,15,3042,8,10.925,696.4,needle,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
399,37.2,121.7,887,24,7886,8,10.79166667,771.5,needle,12.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
526,35.7,117.9,825,20,5625,9,12.78333333,773.6,broadleaf,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
764,33.2,107.5,854,65,11533,9,14.45,880.9,broadleaf,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
173,33.2,107.5,692,98,13162,9,14.45,880.9,needle,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
284,43.8,90.3,676,86,16339,5,4.183333333,141.8,needle,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
287,43.2,81.8,665,261,47691,6,5.266666667,345,needle,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
355,36.52,112.18,325,45,4139,7,8.525,612.7,needle,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
378,36.82,112.34,517,44,6554,7,7.841666667,623.8,needle,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1166,33.2,107.5,957,56,13834,9,14.45,880.9,needle,12.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
24,36.51,138.41,880,100,33240,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  112,Kakubari (1977),"Site allometries, litterfall traps."
25,36.51,138.41,903,100,37070,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  112,Kakubari (1977),"Site allometries, litterfall traps."
26,36.51,138.41,1086,100,41550,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  112,Kakubari (1977),"Site allometries, litterfall traps."
27,36.51,138.41,1159,100,41780,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  112,Kakubari (1977),"Site allometries, litterfall traps."
28,36.51,138.41,583,100,20830,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  113,Kakubari (1977),"Site allometries, litterfall traps."
29,36.51,138.41,592,100,18350,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  113,Kakubari (1977),"Site allometries, litterfall traps."
30,36.51,138.41,671,100,24160,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  113,Kakubari (1977),"Site allometries, litterfall traps."
31,36.51,138.41,1032,100,36490,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  113,Kakubari (1977),"Site allometries, litterfall traps."
32,36.51,138.41,913,100,39230,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  114,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
33,36.51,138.41,992,100,41900,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  114,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
34,36.51,138.41,1006,100,37390,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  114,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
35,36.51,138.41,1010,100,40100,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  114,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
36,36.51,138.41,1038,100,43820,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  114,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
37,36.51,138.41,1178,100,43390,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  114,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
38,36.51,138.41,624,100,18350,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  115,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
39,36.51,138.41,696,100,24850,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  115,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
40,36.51,138.41,754,100,25760,6,5.933333333,1506.3,broadleaf,12.7,Cannell (1982),page  115,"Maruyama (1971, 1977)","Site allometries, litterfall traps."
1244,-13.19031,-71.597,1410,196.9539394,20860.4,9,10.69166667,682.8,broadleaf,13,Malhi et al. (in review),ESP-01,Girardin et al. 2013,"Published allometries for tropical moist forests, branch litterfall censuses, litterfall traps, root ingrowth cores. Leaf loss to herbivory estimated from litterfall scans. Coarse root values estimated from aboveground based on published ratio of 0.21. Age of canopy and emergent trees estimated by multiplying reported woody biomass residence times by a factor of 3.77 based on published data."
1245,-13.1904,-71.5871,1608,181.2392593,15705.8,9,10.69166667,682.8,broadleaf,13,Malhi et al. (in review),WAY-01,Girardin et al. 2013,"Published allometries for tropical moist forests, branch litterfall censuses, litterfall traps, root ingrowth cores. Leaf loss to herbivory estimated from litterfall scans. Coarse root values estimated from aboveground based on published ratio of 0.21. Age of canopy and emergent trees estimated by multiplying reported woody biomass residence times by a factor of 3.77 based on published data."
1246,-13.049,-71.537,2388,90.48,17436.1,12,16.275,1307.6,broadleaf,13,Malhi et al. (in review),San Pedro 1500,Huaraca Huasco et al. 2013,"Published allometries for tropical moist forests, branch litterfall censuses, litterfall traps, root ingrowth cores. Leaf loss to herbivory estimated from litterfall scans. Coarse root values estimated from aboveground based on published ratio of 0.21. Age of canopy and emergent trees estimated by multiplying reported woody biomass residence times by a factor of 3.77 based on published data."
1247,-13.047,-71.542,1584,199.81,23914.44,12,16.275,1307.6,broadleaf,13,Malhi et al. (in review),San Pedro 1750,Huaraca Huasco et al. 2013,"Published allometries for tropical moist forests, branch litterfall censuses, litterfall traps, root ingrowth cores. Leaf loss to herbivory estimated from litterfall scans. Coarse root values estimated from aboveground based on published ratio of 0.21. Age of canopy and emergent trees estimated by multiplying reported woody biomass residence times by a factor of 3.77 based on published data."
498,45.7,130.5,728,38,8020,5,3.233333333,538,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
499,51.7,126.6,513,120,8356,5,-1.416666667,485.3,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
507,46.5,131.8,645,65,9185,5,3.491666667,521.5,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
508,47,130.7,938,69,13141,5,3.066666667,550,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
511,43.3,128.2,1004,156,19520,5,3.025,626.6,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
513,41.8,126.9,563,125,15873,5,4.333333333,839.1,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
522,40.7,124.7,954,24,8524,7,6.416666667,1107.1,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
524,50.4,124,453,97,7040,5,-2.366666667,489.2,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
668,45.7,130.5,1037,78,16098,5,3.233333333,538,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
669,44.7,129.7,939,66,13366,5,3.608333333,543,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
671,51.7,126.6,689,36,6655,5,-1.416666667,485.3,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
675,46.3,130.2,1398,53,17708,5,3.358333333,530.8,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
680,45.32,127.55,1440,32,16944,5,2.333333333,654,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
685,46.5,131.8,1045,66,13589,5,3.491666667,521.5,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
688,41.8,126.9,1517,83,20602,5,4.333333333,839.1,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
691,41.9,126.4,991,30,8520,5,3.916666667,856,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
700,42.9,127.1,1870,40,18579,5,3.9,726.3,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
706,50.4,124,892,58,10917,5,-2.366666667,489.2,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
707,51.7,126.6,780,79,12092,5,-1.416666667,485.3,broadleaf,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
100,51.7,126.6,632,75,9368,5,-1.416666667,485.3,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
101,46.5,131.8,659,108,13927,5,3.491666667,540.1,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
102,44.1,130.2,994,158,24515,5,2.366666667,579.5,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
112,50.4,121.7,668,59,7395,3,-5.075,476.6,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
114,50.4,124,591,136,12653,5,-2.366666667,489.2,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
115,48.4,121.4,1042,37,11052,4,-2.133333333,500.6,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
148,46.5,131.8,743,77,12622,5,3.491666667,521.5,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
315,51.7,126.6,578,84,9922,5,-1.416666667,485.3,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
323,50.4,121.7,526,63,9505,3,-5.075,476.6,needle,13.1,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
15,51.47,9.35,1348,59,17810,8,8.416666667,760.1,broadleaf,13.25,Cannell (1982),page  72,Ellenberg (1971); Ellenberg (1981),"Site allometries, litterfall traps."
16,51.47,9.35,1060,80,18120,8,8.416666667,760.1,broadleaf,13.25,Cannell (1982),page  72,Ellenberg (1971); Ellenberg (1981),"Site allometries, litterfall traps."
17,51.47,9.35,1144,122,30440,8,8.416666667,760.1,broadleaf,13.25,Cannell (1982),page  72,Ellenberg (1971); Ellenberg (1981),"Site allometries, litterfall traps."
795,28.2,107,1984,80,36988,11,13.74166667,1166,broadleaf,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
914,26.37,106.97,1726,46,21312,12,14.26666667,1233.9,broadleaf,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
916,26.02,107.13,1243,35,12432,10,16.025,1239.6,broadleaf,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
921,27.17,108.05,1237,25,10853,11,13.875,1151.8,broadleaf,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
922,27.53,108.45,1159,50,14902,11,14.8,1214.3,broadleaf,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
930,27.02,107.23,2117,16,12311,11,14.18333333,1163.1,broadleaf,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
934,27.1,106.7,2772,37,34049,12,14.55,1133.7,broadleaf,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1127,27.7,107.61,1059,28,9059,12,14.36666667,87.3,needle,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1130,28.47,106.97,1264,28,10793,12,13.95,79.6,needle,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1145,26.88,107.83,1166,23,9211,12,15.34166667,92.3,needle,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1146,28,106.6,969,26,8569,12,14.68333333,83.5,needle,13.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
778,28.7,96.7,1224,81,16828,8,10.36666667,911.9,broadleaf,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
811,28.7,96.7,1519,93,37212,8,10.36666667,911.9,broadleaf,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
197,33.63,103.76,521,120,25265,5,2.616666667,686.5,needle,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
198,33.65,103.75,798,118,33163,5,2.616666667,686.5,needle,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
212,33.68,104.03,628,169,26630,5,3.491666667,638.7,needle,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
255,31.1,97.1,449,100,13470,4,2.308333333,558.3,needle,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
262,30.7,95.8,425,110,14735,4,2.808333333,626.5,needle,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
276,28.7,96.7,1136,76,32720,8,10.36666667,911.9,needle,13.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
