Index,Lat,Long,NPPTotal_gm2y,Age_yr,BiomassTotal_gm2,Lgs_mo,MAT_C,MAP_mm,LeafType,TEB_DD,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
826,27.1,117.6,3125,55,39281,12,18.13333333,1780.6,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
828,27,117.6,3112,80,49566,12,18.13333333,1780.6,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
829,25.2,117.5,2646,50,31462,12,18.74166667,1637.1,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
832,23.45,111.88,2961,100,35352,12,20.26666667,1731.9,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
842,25.97,110.28,848,29,8650,12,15.33333333,1689.1,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
843,25.9,110.1,2586,31,25683,12,15.05,1675.4,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
845,25.1,109.63,1818,44,25198,12,18.09166667,1612.7,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
849,24.23,104.41,1541,24,12070,12,16.94166667,1044.4,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
851,25.17,109.93,1605,17,9759,12,17.78333333,1710.7,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
852,25.38,109.75,2777,30,24648,12,17.66666667,1643.3,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
857,25,105.8,2513,78,51948,12,18.11666667,1219.6,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
928,25.03,106.12,1700,25,13898,12,19.725,1179.1,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
929,25.07,106.24,1151,45,13977,12,19.29166667,1203,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
963,26.83,109.75,2275,80,34836,12,16.63333333,1417.5,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
989,26.25,113.36,1542,65,21333,12,17.29166667,1529.7,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1001,26.5,113.7,2136,54,27853,12,16.725,1560.7,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1005,26.5,114.4,3229,31,31694,11,17.725,1465.6,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1006,28.4,114.5,1750,7,9957,10,15.475,1652.4,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1007,28.4,114.5,1630,46,19574,10,15.475,1652.4,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1008,28.4,114.6,2220,43,25440,11,16.825,1652.4,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1040,26.73,100.89,1042,90,20974,7,9.116666667,1009.3,broadleaf,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1114,24.95,106.29,686,48,11565,12,19.86666667,109.8,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1116,25.3,111.3,2014,54,37162,12,18.09166667,91.5,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1118,25.8,110.6,1223,28,11395,12,16.90833333,90.1,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1119,25.9,110.1,1041,101,24308,12,15.05,92.9,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1123,26.83,109.75,1964,20,10004,12,16.9,98.7,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1139,26.7,109.6,2117,28,19115,12,16.85833333,99.5,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1140,26.8,109.9,2304,52,39675,12,16.44166667,97.2,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1190,28.4,114.5,1127,22,8977,12,16.825,1652.4,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1193,27.5,117.6,2062,35,30810,12,15.59166667,1806.8,needle,4.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
21,32.1,130.28,2163,50,42690,12,16.56666667,2074.4,broadleaf,5.15,Cannell (1982),page  110,Kira et al. (1978),"Site allometries, litterfall traps."
22,32.1,130.28,1857,50,44020,12,16.56666667,2074.4,broadleaf,5.15,Cannell (1982),page  110,Kira et al. (1978),"Site allometries, litterfall traps."
23,32.1,130.28,1762,50,47000,12,16.56666667,2074.4,broadleaf,5.15,Cannell (1982),page  110,Kira et al. (1978),"Site allometries, litterfall traps."
43,33.2,133,673,121,49070,11,14.65833333,2162.3,needle,5.15,Cannell (1982),page  125,Ando et al. (1977),"Site allometries, root excavation, litterfall traps."
44,35.3,138.4,1860,20,8530,8,11.89166667,1652.2,needle,5.15,Cannell (1982),page  129,Tadaki et al. (1967),"Allometries, root excavation, proportional basal area allocation, litterfall traps."
45,35.3,138.4,1680,70,17840,8,11.89166667,1652.2,needle,5.15,Cannell (1982),page  129,Tadaki et al. (1967),"Allometries, root excavation, proportional basal area allocation, litterfall traps."
46,35.3,138.4,1450,90,28520,8,11.89166667,1652.2,needle,5.15,Cannell (1982),page  129,Tadaki et al. (1967),"Allometries, root excavation, proportional basal area allocation, litterfall traps."
47,35.3,138.4,1280,130,31100,8,11.89166667,1652.2,needle,5.15,Cannell (1982),page  130,Tadaki et al. (1970),"Allometries, root excavation, proportional basal area allocation, litterfall traps."
49,33.2,133,607,443,58330,11,14.65833333,2162.3,needle,5.15,Cannell (1982),page  186,Ando et al. (1977),"Site allometries, root excavation, litterfall traps."
1207,33.17,133.17,1130,48,30330,12,15.85833333,2240.6,needle,5.15,Olson et al. (2001),,Miyamoto et al. (1980),
1208,33.17,133.17,1380,50,27360,12,15.85833333,2240.6,needle,5.15,Olson et al. (2001),,Miyamoto et al. (1980),
1209,33.17,133.17,1440,48,31780,12,15.85833333,2240.6,needle,5.15,Olson et al. (2001),,Miyamoto et al. (1980),
1210,33.17,133.17,1100,50,26380,12,15.85833333,2240.6,needle,5.15,Olson et al. (2001),,Miyamoto et al. (1980),
1229,33.33,133,870,443,68854,10,14.425,2069,needle,5.15,Luyssaert et al. (2009),Yusuhara kubotaniyama,DeAngelis et al. (1981),
1230,33.33,133,1394,145,60834,10,14.425,2069,needle,5.15,Luyssaert et al. (2009),Yusuhara takatoriyama,DeAngelis et al. (1981),
269,29.8,94.7,977,86,27829,4,3.4,621.5,needle,5.3,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
797,28.1,106.8,1493,121,36392,12,14.70833333,1112.7,broadleaf,5.5,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1218,18.3,-65.83,955.9,5.5,3872,12,24.125,3069.2,broadleaf,6,Clark et al. (2001); Kerkhoff et al. (2005),,Lugo (1992),"Published and site allometries, harvests, litterfall traps. Belowground values estimated from aboveground based on published ratio of 0.21."
1219,18.3,-65.83,1210,22.5,13189,12,24.125,3069.2,broadleaf,6,Clark et al. (2001); Kerkhoff et al. (2005),,Lugo (1992),"Published and site allometries, harvests, litterfall traps. Belowground values estimated from aboveground based on published ratio of 0.21."
1220,18.3,-65.83,1028.5,22.5,8712,12,24.125,3069.2,broadleaf,6,Clark et al. (2001); Kerkhoff et al. (2005),,Lugo (1992),"Published and site allometries, harvests, litterfall traps. Belowground values estimated from aboveground based on published ratio of 0.21."
1221,18.3,-65.83,1488.3,50,9680,12,24.125,3069.2,broadleaf,6,Clark et al. (2001); Kerkhoff et al. (2005),,Lugo (1992),"Published and site allometries, harvests, litterfall traps. Belowground values estimated from aboveground based on published ratio of 0.21."
41,35.2,135.45,1127,150,35700,10,13.25,1654.1,broadleaf,6.6,Cannell (1982),page  116,Kawahara et al. (1979); Ogino (1977),"Site allometries, root excavation, litterfall traps."
1223,35.33,135.75,1090,150,31734,8,11.4,1709.2,broadleaf,6.6,Luyssaert et al. (2009),Ashu Kyoto,DeAngelis et al. (1981),
48,36.3,138,1110,100,25800,6,7.483333333,1426.4,needle,6.6,Cannell (1982),page  132,Kimura et al. (1968); Kimura (1969); Kimura (1963),"Site allometries, harvest, root excavation."
81,45.02,-123.56,4370,26,23110,12,9.691666667,1689.1,needle,6.6,Cannell (1982),page  349,"Fujimori (1971), Grier (1976), Fujimori et al. (1976)","Site allometries, proportional basal area allocation, litterfall traps."
82,45.02,-123.56,2520,121,105820,12,9.691666667,1689.1,needle,6.6,Cannell (1982),page  349,"Fujimori (1971), Grier (1976), Fujimori et al. (1976)","Site allometries, proportional basal area allocation, litterfall traps."
42,43,140.55,1600,9.2,2320,6,5.866666667,1441.1,broadleaf,6.75,Cannell (1982),page  121,"Oshima (1961a, 1961b)",Harvest.
801,33.6,111.3,1061,23,7531,9,11.81666667,797,broadleaf,7,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
924,26.55,108.31,1971,25,16080,11,13.63333333,1290.3,broadleaf,7,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1163,32.67,105.6,694,30,8128,11,14.58333333,833.1,needle,7,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
644,38.07,111.48,865,36,6656,5,5.275,576.6,broadleaf,8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
665,41.6,117.2,923,33,8657,5,4.691666667,481.6,broadleaf,8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
703,42.3,119,542,28,10360,7,7.341666667,383.1,broadleaf,8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
563,36.27,110.96,741,56,6299,7,8.758333333,635.2,broadleaf,8.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
567,36.38,110.6,609,41,7075,7,10.475,568.8,broadleaf,8.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
620,37.37,111.38,952,65,8788,7,6.125,601.5,broadleaf,8.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
701,42,119.4,1876,34,16901,7,7.391666667,422.7,broadleaf,8.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
726,37.22,111.14,444,59,5883,7,7.366666667,576.3,broadleaf,8.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
340,36.17,112.29,332,47,4289,7,9.916666667,600.1,needle,8.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
407,37.35,111.32,546,33,5736,7,7.35,565.1,needle,8.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
655,32.6,103,1032,120,14634,2,-0.308333333,717.5,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
774,30.9,103.1,698,82,11739,7,8.325,753.6,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
775,30.1,95,2387,50,28836,7,8.558333333,676.8,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
776,29.5,93.3,631,58,8454,1,-2.45,477.6,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
777,28.9,85.2,488,50,6200,2,-1.541666667,310.8,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1016,28.9,85.2,1055,45,13080,2,-1.541666667,310.8,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1027,28.75,99.02,1379,50,19108,6,5.883333333,637.3,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1059,27.9,91.9,1129,127,29152,2,-1.608333333,457.2,broadleaf,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
164,38.75,111.88,640,55,9906,5,1.658333333,639.4,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
165,38.77,111.88,538,65,9702,5,1.658333333,639.4,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
166,38.79,111.93,441,56,6922,5,1.658333333,639.4,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
175,31.7,101.6,527,178,31151,5,4.175,663.2,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
188,32.6,103.76,472,210,23203,4,0.233333333,780.1,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
190,33.52,103.76,499,143,17498,5,2.616666667,686.5,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
205,33.42,103.88,639,134,22403,4,1.866666667,715.6,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
206,33.47,103.53,587,134,22610,4,0.608333333,704.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
207,33.23,103.7,454,169,21037,5,2.625,712.3,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
215,33.38,103.32,456,138,18910,4,0.416666667,684.6,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
217,33.55,103.3,580,148,24310,4,1.95,667.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
218,33.32,103.61,599,129,22077,5,4.741666667,716.3,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
219,33.33,103.47,643,131,25968,7,7.741666667,706.6,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
222,33.38,103.5,512,142,21501,4,0.95,704.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
224,33.43,103.49,573,135,23366,4,0.608333333,704.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
225,33.47,103.46,607,146,26668,4,0.608333333,691.6,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
226,33.48,103.54,593,137,21179,4,0.608333333,704.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
234,33.28,103.66,729,92,18993,4,0.6,716.3,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
235,33.52,103.3,484,142,20529,4,1.95,667.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
239,33.58,103.28,597,133,23269,4,1.95,667.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
243,34.25,102.92,523,90,13503,4,0.4,634.6,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
248,33.07,103.73,1095,48,12265,4,0.291666667,743.3,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
249,30.9,102.33,485,214,27280,5,3.55,750.8,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
252,30.9,103.1,762,133,28372,7,8.325,753.6,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
256,30.9,94.7,361,113,14773,4,1.508333333,625.5,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
260,31.4,94.3,479,100,16068,3,-0.658333333,633.2,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
263,29.6,98.5,477,150,20780,4,3.016666667,617.2,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
264,29.6,97.8,574,116,21790,4,0.625,654.3,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
270,28.1,85.9,581,140,32134,2,0.55,452.4,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
271,28.9,85.2,574,131,24878,2,-1.541666667,310.8,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
272,28.9,85.2,606,105,16114,2,-1.541666667,310.8,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
278,29.9,93.8,659,125,26011,4,2,565.1,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
281,43.2,84.6,1316,115,55901,3,-3.25,269.1,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
289,43.03,87.13,742,108,21810,2,-4.516666667,215,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
300,28.62,98.65,586,150,30392,6,6.4,713.9,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
302,26.95,99.5,729,100,27391,7,7.25,954,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
307,27.32,100.66,600,120,20780,9,11.55,942.7,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
309,27.67,100.6,545,70,11770,6,5.966666667,873.1,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
325,33.22,103.84,814,51,14215,5,2.625,698.7,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1170,30.1,95,952,40,14667,7,8.558333333,676.8,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1176,28.9,85.2,1211,57,17862,2,-1.541666667,310.8,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1177,27.9,91.9,854,35,8413,2,-1.608333333,457.2,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1201,28.9,85.2,581,163,11737,2,-1.541666667,310.8,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1202,30.1,95,1264,108,27627,7,8.558333333,676.8,needle,8.6,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
708,40.7,109.4,1423,38,12976,5,4.183333333,304.6,broadleaf,8.7,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
146,34.6,103.5,1090,96,23301,5,3.308333333,593.8,needle,8.7,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
18,61.06,-45.58,207,79,5490,4,0.091666667,755.6,broadleaf,8.75,Cannell (1982),page  75,Elkington and Jones (1974),"Site allometries, root excavation."
279,44.2,88,452,128,19844,7,8.666666667,209.1,needle,8.9,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
161,43.51,117.22,503,170,9725,5,0.666666667,386.4,needle,9.15,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
288,43.9,87.7,533,178,28780,7,7.95,245.1,needle,9.4,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1107,26.73,101.34,1010,55,18323,12,16.13333333,146.5,needle,9.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
503,45.2,127.5,1311,32,12151,5,2.333333333,654,broadleaf,10.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
670,44.3,128.4,910,89,14547,5,0.091666667,678.1,broadleaf,10.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
125,49.5,121.3,856,53,11306,4,-3.091666667,472.3,needle,10.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
316,52.7,122,525,93,12260,3,-5.158333333,446.7,needle,10.25,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
528,34.97,111.41,1111,39,9562,9,14,658.3,broadleaf,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
529,34.98,111.42,594,43,6772,9,14,658.3,broadleaf,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
551,35.63,112.15,1134,51,9508,7,9.85,673.5,broadleaf,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
639,37.77,111.66,1096,47,9220,5,4.908333333,614,broadleaf,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
745,37.93,111.59,843,37,8602,5,4.05,491.8,broadleaf,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
752,38.35,111.43,1671,32,15823,5,4.608333333,571.4,broadleaf,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
130,39.16,113.64,971,62,11721,7,8.3,514.1,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
423,37.63,111.66,413,52,5748,5,4.733333333,632.1,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
424,37.63,111.7,613,52,8517,7,6.475,584.2,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
427,37.65,111.59,909,61,14318,5,4.908333333,632.1,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
434,37.7,111.43,924,55,13918,5,4.741666667,614.1,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
435,37.7,111.66,458,58,6776,7,5.833333333,591.4,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
441,37.73,111.61,585,42,7303,5,4.908333333,614,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
445,37.75,111.64,684,57,10213,5,4.908333333,614,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
462,38.38,111.43,495,51,6811,5,4.608333333,571.4,needle,10.35,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
