crayfish.id,species,lifestyle,sex,clawside,carapace.length.mm,claw.length,maxclawstr.N,PC1.claw.size
FO31,f. obscurus,Stream-dwelling,Male,r,33.06,30.77,10.46136,2.26
FO32,f. obscurus,Stream-dwelling,Female,r,29.78,21.36,6.860238,0.174
FO32,f. obscurus,Stream-dwelling,Female,l,29.78,20.62,13.126995,0.123
FO33,f. obscurus,Stream-dwelling,Female,r,38.02,28.18,8.027082,2.77
FO33,f. obscurus,Stream-dwelling,Female,l,38.02,27.7,18.337557,2.83
FO34,f. obscurus,Stream-dwelling,Female,r,28.79,19.35,1.0059,-0.561
FO34,f. obscurus,Stream-dwelling,Female,l,28.79,18.67,9.324693,-0.765
FO36,f. obscurus,Stream-dwelling,Female,l,16.19,9.01,0.613599,-4.47
FO36,f. obscurus,Stream-dwelling,Female,r,16.19,8.26,8.781507,-4.61
FO37,f. obscurus,Stream-dwelling,Female,r,28.67,18.6,2.394042,-0.668
FO37,f. obscurus,Stream-dwelling,Female,l,28.67,18.29,13.629945,-0.649
FO38,f. obscurus,Stream-dwelling,Male,r,34.23,32.2,1.146726,3.14
FO38,f. obscurus,Stream-dwelling,Male,l,34.23,31.21,12.141213,3.41
FO39,f. obscurus,Stream-dwelling,Male,r,33.57,30.74,7.906374,2.83
FO39,f. obscurus,Stream-dwelling,Male,l,33.57,31.11,12.724635,3.48
FO40,f. obscurus,Stream-dwelling,Male,r,34.54,32.4,5.793984,3.07
FO40,f. obscurus,Stream-dwelling,Male,l,34.54,32.78,13.800948,3.39
FO41,f. obscurus,Stream-dwelling,Male,r,29.72,24.41,14.746494,0.447
FO41,f. obscurus,Stream-dwelling,Male,l,29.72,23.88,16.667763,0.496
FO42,f. obscurus,Stream-dwelling,Female,l,27.9,16.25,6.980946,-1.36
FO42,f. obscurus,Stream-dwelling,Female,r,27.9,18.05,11.839443,-1.11
FO43,f. obscurus,Stream-dwelling,Male,l,27.36,18.62,6.53835,-1.15
FO43,f. obscurus,Stream-dwelling,Male,r,27.36,20.72,9.606345,-0.543
FO44,f. obscurus,Stream-dwelling,Male,l,32.88,28.04,6.528291,2.42
FO44,f. obscurus,Stream-dwelling,Male,r,32.88,29.15,21.898443,2.18
FO45,f. obscurus,Stream-dwelling,Female,l,28.27,14.59,1.116549,-1.67
FO45,f. obscurus,Stream-dwelling,Female,r,28.27,15.14,6.196344,-1.86
FO46,f. obscurus,Stream-dwelling,Female,r,27.76,18.19,0.684012,-0.81
FO46,f. obscurus,Stream-dwelling,Female,l,27.76,17.58,6.085695,-0.647
FO48,f. obscurus,Stream-dwelling,Female,r,34.08,24.44,14.414547,1.46
FO48,f. obscurus,Stream-dwelling,Female,l,34.08,23.81,17.271303,1.37
FO49,f. obscurus,Stream-dwelling,Male,r,29.69,23.03,11.024664,0.528
FO49,f. obscurus,Stream-dwelling,Male,l,29.69,22.21,14.927556,0.54
FO50,f. obscurus,Stream-dwelling,Male,r,32.65,31.03,13.529355,2.72
FO50,f. obscurus,Stream-dwelling,Male,l,32.65,30.35,16.979592,2.73
FO53,f. obscurus,Stream-dwelling,Female,r,34.83,25.15,13.086759,4.67
FO53,f. obscurus,Stream-dwelling,Female,l,34.83,24.73,20.208531,1.87
FO55,f. obscurus,Stream-dwelling,Male,r,32.11,31.14,14.112777,3.2
FO55,f. obscurus,Stream-dwelling,Male,l,32.11,30.4,14.364252,3.15
FO56,f. obscurus,Stream-dwelling,Male,l,33.39,31.22,9.867879,3.27
FO56,f. obscurus,Stream-dwelling,Male,r,33.39,33.43,17.120418,3.74
FO57,f. obscurus,Stream-dwelling,Male,r,36.68,37.75,2.062095,3.72
FO57,f. obscurus,Stream-dwelling,Male,l,36.68,36.85,20.480124,3.79
FO58,f. obscurus,Stream-dwelling,Male,r,37.37,26.63,8.771448,0.96
FO58,f. obscurus,Stream-dwelling,Male,l,37.37,35.63,18.900861,4.87
FO59,f. obscurus,Stream-dwelling,Female,l,35,21.01,9.0531,0.309
FO59,f. obscurus,Stream-dwelling,Female,r,35,21.07,12.865461,0.143
FO60,f. obscurus,Stream-dwelling,Male,l,28.08,23.79,10.401006,0.657
FO60,f. obscurus,Stream-dwelling,Male,r,28.08,24.26,11.276139,0.55
FO61,f. obscurus,Stream-dwelling,Male,l,29.76,23.1,11.235903,0.0753
FO61,f. obscurus,Stream-dwelling,Male,r,29.76,24.28,15.329916,0.519
FO62,f. obscurus,Stream-dwelling,Female,l,33.63,23.08,12.040623,0.452
FO62,f. obscurus,Stream-dwelling,Female,r,33.63,23.6,19.51446,0.356
FO63,f. obscurus,Stream-dwelling,Female,l,30.94,19.29,9.304575,-0.676
FO63,f. obscurus,Stream-dwelling,Female,r,30.94,19.63,16.114518,-0.797
FO64,f. obscurus,Stream-dwelling,Male,l,32,29.77,14.746494,1.98
FO64,f. obscurus,Stream-dwelling,Male,r,32,27.72,16.748235,0.596
FO65,f. obscurus,Stream-dwelling,Male,r,37.15,36.25,15.460683,4.7
FO65,f. obscurus,Stream-dwelling,Male,l,37.15,35.72,16.506819,4.65
FO66,f. obscurus,Stream-dwelling,Female,r,34.41,31.78,14.957733,2.75
FO66,f. obscurus,Stream-dwelling,Female,l,34.41,30.73,16.778412,3
FO67,f. obscurus,Stream-dwelling,Male,r,33.28,28.92,13.539414,2.8
FO67,f. obscurus,Stream-dwelling,Male,l,33.28,28.39,20.178354,2.69
FO68,f. obscurus,Stream-dwelling,Male,r,33.53,30.14,3.892833,2.71
FO68,f. obscurus,Stream-dwelling,Male,l,33.53,28.66,12.362511,2.22
FO69,f. obscurus,Stream-dwelling,Female,r,28.32,17.89,8.24838,-1.2
FO69,f. obscurus,Stream-dwelling,Female,l,28.32,17.63,10.411065,-0.975
FO71,f. obscurus,Stream-dwelling,Female,l,27.73,17.22,9.566109,-0.877
FO71,f. obscurus,Stream-dwelling,Female,r,27.73,17.2,15.943515,-1.17
FO72,f. obscurus,Stream-dwelling,Female,l,37.93,25.67,13.096818,1.8
FO72,f. obscurus,Stream-dwelling,Female,r,37.93,25.35,18.70974,1.21
FO73,f. obscurus,Stream-dwelling,Female,r,29.24,18.2,6.0354,-0.53
FO73,f. obscurus,Stream-dwelling,Female,l,29.24,17.63,11.577909,-0.59
FO74,f. obscurus,Stream-dwelling,Male,l,17,9.01,1.036077,-4.26
FO74,f. obscurus,Stream-dwelling,Male,r,17,9.61,10.491537,-4.29
FO76,f. obscurus,Stream-dwelling,Male,r,34.34,34.38,13.489119,3.54
FO76,f. obscurus,Stream-dwelling,Male,l,34.34,34.57,14.102718,3.82
FO77,f. obscurus,Stream-dwelling,Male,l,37.37,36.46,13.921656,4.58
FO77,f. obscurus,Stream-dwelling,Male,r,37.37,37.92,18.548796,4.59
FO78,f. obscurus,Stream-dwelling,Female,r,34.27,24.53,12.080859,1.13
FO78,f. obscurus,Stream-dwelling,Female,l,34.27,22.5,17.784312,1.26
FO79,f. obscurus,Stream-dwelling,Female,r,33.19,24.72,17.271303,1.42
FO79,f. obscurus,Stream-dwelling,Female,l,33.19,24.11,19.132218,1.48
FO80,f. obscurus,Stream-dwelling,Male,l,26.07,20.65,7.956669,-0.614
FO81,f. obscurus,Stream-dwelling,Female,l,29.32,16.56,9.727053,-1.49
FO81,f. obscurus,Stream-dwelling,Female,r,29.32,17.2,11.698617,-1.29
FO82,f. obscurus,Stream-dwelling,Male,r,36.08,36.29,9.706935,3.91
FO82,f. obscurus,Stream-dwelling,Male,l,36.08,35.08,16.29558,3.99
FO83,f. obscurus,Stream-dwelling,Female,r,35.48,25.9,13.971951,1.56
FO83,f. obscurus,Stream-dwelling,Female,l,35.48,25.59,14.374311,1.68
FO85,f. obscurus,Stream-dwelling,Male,l,26.7,20.6,3.601122,-0.51
FO85,f. obscurus,Stream-dwelling,Male,r,26.7,18.99,14.474901,-1.28
LT01,l. thomai,Burrowing,Male,r,38.19,26.55,0.90531,2.65
LT01,l. thomai,Burrowing,Male,l,38.19,27.31,18.629268,2.16
LT03,l. thomai,Burrowing,Male,l,30.03,15.57,3.581004,-1.49
LT03,l. thomai,Burrowing,Male,r,30.03,17.36,16.919238,-0.979
LT05,l. thomai,Burrowing,Male,l,18.08,8.98,0.623658,-4.39
LT05,l. thomai,Burrowing,Male,r,18.08,9.18,12.302157,-4.66
LT06,l. thomai,Burrowing,Female,l,34.13,20.21,10.109295,-0.00207
LT06,l. thomai,Burrowing,Female,r,34.13,20.85,13.700358,-0.469
LT07,l. thomai,Burrowing,Female,r,33.25,19.81,14.122836,0.262
LT07,l. thomai,Burrowing,Female,l,33.25,21.41,15.329916,0.298
LT08,l. thomai,Burrowing,Male,l,31.63,21.762,8.721153,-0.0977
LT08,l. thomai,Burrowing,Male,r,31.63,21.47,22.582455,0.0319
LT09,l. thomai,Burrowing,Female,r,40.7,27.11,7.312893,2.8
LT09,l. thomai,Burrowing,Female,l,40.7,17.43,8.34897,1.05
LT10,l. thomai,Burrowing,Female,l,36.5,14.53,6.870297,-0.0835
LT10,l. thomai,Burrowing,Female,r,36.5,21.9,9.244221,1.27
LT12,l. thomai,Burrowing,Female,l,39.59,21.63,7.755489,0.647
LT12,l. thomai,Burrowing,Female,r,39.59,16.71,18.126318,-1.99
LT13,l. thomai,Burrowing,Female,l,35.28,21.39,7.504014,0.212
LT13,l. thomai,Burrowing,Female,r,35.28,23.08,20.007351,0.883
LT14,l. thomai,Burrowing,Female,r,36.35,23.34,2.202921,2
LT14,l. thomai,Burrowing,Female,l,36.35,23.16,18.558855,1.9
LT15,l. thomai,Burrowing,Female,r,37.06,24.74,16.547055,1.76
LT15,l. thomai,Burrowing,Female,l,37.06,22.99,24.04101,1.69
LT16,l. thomai,Burrowing,Female,r,46.42,30.5,8.027082,3.84
LT16,l. thomai,Burrowing,Female,l,46.42,30.1,39.521811,3.98
LT17,l. thomai,Burrowing,Male,r,37.58,25.9,1.20708,2.58
LT17,l. thomai,Burrowing,Male,l,37.58,25.74,24.564078,2.39
LT18,l. thomai,Burrowing,Female,l,29.16,17.94,11.477319,-0.597
LT18,l. thomai,Burrowing,Female,r,29.16,18.89,12.191508,-0.238
LT19,l. thomai,Burrowing,Female,l,34.68,17.18,7.514073,-0.912
LT19,l. thomai,Burrowing,Female,r,34.68,22.74,9.998646,1.53
LT20,l. thomai,Burrowing,Female,r,34.75,21.69,13.529355,1.09
LT20,l. thomai,Burrowing,Female,l,34.75,22.62,30.348003,0.847
LT22,l. thomai,Burrowing,Female,l,36.5,23.64,20.379534,1.19
LT22,l. thomai,Burrowing,Female,r,36.5,24.3,22.672986,1.04
LT23,l. thomai,Burrowing,Female,r,42.06,27.94,11.386788,2.6
LT23,l. thomai,Burrowing,Female,l,42.06,28.18,32.309508,3.01
LT24,l. thomai,Burrowing,Female,l,35.98,10.91,2.072154,-2.84
LT24,l. thomai,Burrowing,Female,r,35.98,13.62,9.65664,-2.91
LT25,l. thomai,Burrowing,Male,l,22.01,8.46,0.271593,-4.24
LT25,l. thomai,Burrowing,Male,r,22.01,12.59,3.641358,-2.76
LT26,l. thomai,Burrowing,Female,l,21.12,9.13,0.633717,-4.18
LT26,l. thomai,Burrowing,Female,r,21.12,10.74,14.122836,-3.09
LT27,l. thomai,Burrowing,Male,l,26.61,17.03,6.317052,-1.09
LT27,l. thomai,Burrowing,Male,r,26.61,16.93,18.186672,-1.29
LT28,l. thomai,Burrowing,Male,l,28.53,17.62,10.753071,-0.598
LT28,l. thomai,Burrowing,Male,r,28.53,17.73,22.019151,-0.727
