year_of_inventory,region,diameter_mm,stem_volume_m3,tree_age,period,landuse_code,landuse_char,within_formally_protected_areas
1928,Rest of Sweden,198,0.178727632,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,173,0.06230348,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,222,0.189605575,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,404,0.743193592,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,343,0.505728882,64,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,384,0.542194827,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,297,0.305337959,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,196,0.116098224,41,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,114,0.035926001,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,231,0.159185729,78,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,262,0.30261769,70,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,178,0.125054689,45,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,358,0.589291252,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,366,0.572834555,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,441,1.005564694,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,483,0.846648938,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,200,0.196271,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,143,0.083229345,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,207,0.166101563,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,230,0.31375692,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,330,0.616985464,62,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,192,0.195732701,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,265,0.309217619,41,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,172,0.171823684,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,105,0.035775128,32,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,225,0.281566806,36,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,395,0.814134166,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,245,0.26655878,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,170,0.105509237,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,590,1.653523994,78,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,212,0.23511781,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,340,0.497283538,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,380,0.806511666,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,555,2.356425482,127,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,338,0.687827302,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,430,1.15484928,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,315,0.899425781,89,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,187,0.173286107,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,172,0.137624374,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,265,0.356822458,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,365,0.655001786,70,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,102,0.037368088,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,121,0.056076802,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,120,0.0480976,45,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,113,0.039046222,50,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,210,0.095690512,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,252,0.241262655,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,390,0.794541037,110,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,313,0.455962382,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,463,1.176926467,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,121,0.046579773,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,223,0.22327757,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,455,0.753694542,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.190481891,61,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,358,0.388223921,70,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,220,0.23440901,53,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,268,0.364464083,66,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,111,0.04364419,41,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,233,0.365637021,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,363,0.398859295,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,588,1.752437998,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,197,0.112092677,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,284,0.303195928,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,216,0.279372582,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,376,0.841688685,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,339,0.494484196,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,357,0.546078971,64,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,176,0.132764077,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,287,0.309363766,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,212,0.18807305,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,125,0.0650045,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,359,0.678379019,69,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,257,0.360781862,61,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,181,0.118723674,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,340,0.611707688,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,426,1.203429495,95,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,248,0.293456466,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,230,0.21931302,64,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,127,0.046308179,30,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,125,0.049502141,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,190,0.114356326,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,336,0.521979494,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,334,0.480605781,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,252,0.302430316,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,156,0.089813705,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,217,0.341466143,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,287,0.474207571,79,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,200,0.12067964,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,124,0.038072494,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,199,0.224387009,80,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,263,0.204508354,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,222,0.221400936,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,261,0.42348613,85,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,431,0.678317137,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,475,0.882209556,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,104,0.03514684399999999,30,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,226,0.283894627,73,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,313,0.633084317,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,190,0.141337078,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,325,0.489850766,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,235,0.284841658,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,102,0.032260521,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,173,0.091472195,45,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,297,0.412662618,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,245,0.26655878,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,132,0.04513762,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,140,0.055703334,25,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,322,0.515803567,61,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,230,0.254740123,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,500,0.97475125,98,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,152,0.085560252,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,121,0.051184198,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,175,0.153331391,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,210,0.17067839,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,285,0.355031015,46,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,110,0.051521782,41,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,310,0.331631648,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,201,0.111333591,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,366,0.658436085,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,174,0.063010194,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,303,0.317338767,66,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,232,0.278087123,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,175,0.142094978,61,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,212,0.173764046,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,202,0.146107093,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,213,0.204866115,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,112,0.033012973,50,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,176,0.094518381,46,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,362,0.601967284,84,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,152,0.074894568,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,197,0.163865682,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,115,0.096660204,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,217,0.263287166,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,277,0.26700349,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,123,0.03559982,26,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,199,0.209109786,46,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,223,0.240419996,72,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,322,0.48126508,77,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,209,0.197722352,85,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,154,0.08029754,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,220,0.44186637,93,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,404,0.964958785,90,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,136,0.069573038,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,208,0.141946522,46,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,105,0.051706068,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,102,0.037368088,39,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,318,0.575260039,94,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,279,0.479591715,74,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,443,1.150652596,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,499,1.359243603,91,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,200,0.14337724,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,116,0.045161592,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,362,0.483705605,80,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,138,0.054201657,34,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,130,0.103861364,59,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,266,0.467169203,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,446,1.165611637,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,172,0.137624374,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,231,0.316288768,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,128,0.073891895,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,152,0.109634224,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,215,0.193113717,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,270,0.48031488,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,170,0.180347064,59,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,235,0.228414998,62,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,450,0.914900063,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,453,0.747261566,101,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,317,0.467123885,76,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,392,0.968374221,112,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,220,0.20166238,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,486,1.291895437,129,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.190481891,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,103,0.029675131,28,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,347,0.480636933,69,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,208,0.135944031,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,192,0.168769081,79,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,267,0.361907914,69,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,283,0.376542275,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,120,0.065732434,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,189,0.139942331,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,218,0.155271416,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,314,0.39670492,94,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,356,0.960708693,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,431,1.303219529,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,595,2.15436648,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,357,0.586143279,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,462,1.324575437,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,106,0.048188116,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,376,0.949618011,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,160,0.111251366,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,233,0.300456095,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,292,0.555857741,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,350,0.781312,79,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,227,0.213940364,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,171,0.170010255,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,474,1.231244377,76,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,236,0.474679057,84,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,263,0.611492825,89,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,328,0.919589131,89,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.233001933,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,101,0.027149057,41,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,151,0.09998044,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,121,0.066726545,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,136,0.089513385,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,124,0.07574767,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,324,0.675531187,64,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,262,0.543111275,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,382,1.222857006,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,504,2.287670019,73,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,226,0.345686707,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,419,1.166093667,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,468,1.889765452,84,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,379,1.021489455,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,448,1.248892109,95,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,328,0.778360909,86,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,336,0.814325643,89,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,398,0.826004353,106,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,270,0.395749268,100,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,218,0.265538781,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,379,1.204882339,102,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,348,0.68230326,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,209,0.245617176,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,153,0.119894598,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.190481891,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,356,1.015276776,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,139,0.07898653,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,319,0.440153496,46,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,114,0.031420955,28,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,185,0.123721411,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,355,0.540220036,64,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,220,0.217671326,50,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,204,0.234883021,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,263,0.457428957,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,108,0.045547819,34,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,246,0.249088573,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,177,0.13417133,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,132,0.071826771,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,219,0.232422176,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,157,0.083266253,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,179,0.116263303,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,265,0.225886928,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,484,1.053256648,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,248,0.337516709,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.233001933,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,317,0.374451447,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,251,0.258780754,41,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,245,0.26655878,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,394,0.810196489,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,133,0.053033183,39,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,174,0.119847625,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,348,0.92058907,93,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,312,0.391876346,74,1923-1929,14,Other land,0
1928,Rest of Sweden,249,0.200368582,59,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,353,0.656953409,104,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,151,0.092045575,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,175,0.102205688,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,198,0.098542323,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,126,0.077963092,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,293,0.559421853,122,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,392,1.283729675,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,312,0.708857201,86,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,470,1.905107268,94,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,421,1.246387493,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,380,1.147604134,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,230,0.293301168,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,298,0.650694632,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,506,1.576900019,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,316,0.401563005,119,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,176,0.192050254,95,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,368,0.859033293,93,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,318,0.503697184,90,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,352,0.742713337,98,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,297,0.473517802,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,415,1.282902587,111,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,348,0.820560151,100,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,254,0.455958452,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,308,0.382307726,50,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,161,0.08730803,31,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,241,0.221601983,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,353,0.656953409,84,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,427,0.826821311,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.218290746,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,263,0.402645902,61,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,129,0.118101121,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,382,1.096981484,70,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,160,0.102490726,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,130,0.055839743,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,210,0.157283156,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,380,1.086179468,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,295,0.467519025,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,142,0.060021626,39,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,195,0.136664891,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,207,0.140646833,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,121,0.044385627,32,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,440,0.817044026,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,220,0.171830696,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,648,2.394660625,142,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,162,0.143375422,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,190,0.206094313,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,117,0.062794365,33,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,149,0.152373329,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,278,0.571900864,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,360,0.981087998,85,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,210,0.30217152,80,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,470,1.809072183,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,317,0.648360861,79,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,275,0.38260816,74,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,380,1.21085917,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,128,0.051751983,27,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,144,0.084307268,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,192,0.121867162,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,323,0.450767271,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,165,0.08359236,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,441,1.285410695,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,380,0.572603084,105,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,406,0.80315567,158,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,235,0.348572406,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,116,0.051898868,33,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,166,0.161085997,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,228,0.269206524,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,234,0.302860122,70,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,167,0.162851797,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,285,0.329578892,64,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,170,0.09675091,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,117,0.039669398,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,106,0.048188116,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,327,0.495616626,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,197,0.112092677,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,203,0.16009555,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,137,0.046096447,33,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,440,0.760397598,59,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,828,3.858156176,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,152,0.050922173,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,337,0.562479378,69,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,220,0.20166238,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,277,0.44368252,42,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,198,0.140673052,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,200,0.14337724,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,130,0.048399562,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,236,0.329099655,53,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,520,2.427739122,157,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,430,1.449203062,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,149,0.105707782,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,383,1.294899219,85,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,199,0.166997423,53,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,325,0.423789576,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,412,0.771776652,69,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,228,0.232779037,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,324,0.675531187,76,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.14131826,40,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,116,0.067201437,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,380,1.02658517,91,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,476,1.487178184,86,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,216,0.165934685,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,363,0.739236945,128,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,445,1.307727394,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,302,0.521890744,93,1923-1929,1,Productive forestland,0
