year_of_inventory,region,diameter_mm,stem_volume_m3,tree_age,period,landuse_code,landuse_char,within_formally_protected_areas
1962,Rest of Sweden,125,0.083,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,132,0.116,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,145,0.137,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,201,0.22,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,324,0.697,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,101,0.044,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,192,0.249,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,207,0.324,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,270,0.531,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,305,0.557,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,562,2.591,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,105,0.044,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,212,0.331,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,198,0.171,39,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,260,0.378,46,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,288,0.485,52,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,263,0.593,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,298,0.796,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,288,0.665,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,350,1.031,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,301,0.822,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,303,0.817,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,394,1.447,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,427,1.847,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,439,1.61,147,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,213,0.209,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,261,0.443,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,259,0.444,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,347,0.833,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,322,0.682,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,265,0.35,49,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,379,0.817,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,455,1.337,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,107,0.047,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,202,0.204,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,172,0.121,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,262,0.316,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,280,0.526,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,269,0.485,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,378,1.103,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,220,0.297,78,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,205,0.272,78,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,278,0.572,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,254,0.381,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,287,0.512,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,101,0.026,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,244,0.267,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,241,0.259,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,230,0.221,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,187,0.226,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,161,0.131,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,317,0.701,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,205,0.251,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,198,0.226,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,273,0.481,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,176,0.118,82,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,178,0.212,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,215,0.376,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,271,0.399,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,178,0.205,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,232,0.425,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,228,0.299,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,245,0.456,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,173,0.153,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,342,0.81,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,309,0.619,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,352,0.954,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,380,1.045,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,375,1.016,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,237,0.372,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,378,1.314,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,173,0.184,70,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,154,0.142,75,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,178,0.162,70,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,215,0.299,73,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,265,0.501,74,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,215,0.348,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,293,0.784,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,338,0.867,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,352,1.008,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,408,1.282,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,242,0.56,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,317,0.873,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,435,1.503,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,420,1.837,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,162,0.156,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,159,0.157,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,169,0.175,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,219,0.307,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,337,0.756,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,240,0.35,73,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,240,0.298,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,152,0.136,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,378,1.086,48,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,152,0.09,32,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,262,0.358,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,199,0.161,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,158,0.079,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,167,0.122,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,171,0.092,23,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,178,0.097,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,238,0.219,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,251,0.328,37,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,110,0.04,32,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,278,0.373,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,227,0.233,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,202,0.169,78,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,252,0.269,78,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,395,1.437,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,363,1.368,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,437,1.828,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,207,0.228,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,254,0.446,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,320,0.605,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,344,0.643,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,214,0.291,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,229,0.344,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,314,0.696,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,430,1.268,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,181,0.133,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,240,0.31,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,213,0.206,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,236,0.298,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,271,0.368,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,277,0.396,58,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,148,0.094,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,199,0.188,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,162,0.089,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,204,0.215,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,152,0.129,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,294,0.536,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,160,0.092,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,168,0.104,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,218,0.307,147,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,352,0.859,147,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,462,1.549,147,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,210,0.206,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,220,0.293,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,308,0.582,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,295,0.59,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,192,0.232,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,190,0.278,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,206,0.267,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,280,0.562,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,268,0.566,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,245,0.529,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,204,0.395,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,285,0.654,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,344,0.835,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,331,0.99,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,364,1.205,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,385,1.337,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,187,0.15,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,248,0.487,84,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,252,0.474,78,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,261,0.536,73,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,328,0.825,67,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,115,0.062,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,232,0.389,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,380,0.893,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,336,0.745,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,353,0.721,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,166,0.122,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,162,0.085,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,235,0.235,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,266,0.346,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,274,0.474,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,239,0.367,54,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,280,0.538,60,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,141,0.094,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,182,0.197,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,269,0.585,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,267,0.582,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,268,0.564,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,260,0.589,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,368,1.193,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,188,0.112,32,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,340,1.07,147,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,153,0.11,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,131,0.073,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,284,0.592,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,318,0.62,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,340,0.831,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,307,0.561,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,204,0.236,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,135,0.083,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,117,0.056,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,230,0.352,86,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,223,0.368,90,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,268,0.508,78,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,273,0.503,79,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,260,0.471,78,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,318,0.726,81,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,309,0.673,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,132,0.059,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,107,0.038,32,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,221,0.196,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,114,0.046,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,149,0.098,98,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,232,0.278,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,260,0.436,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,261,0.387,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,250,0.355,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,122,0.08,32,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,157,0.108,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,514,1.488,80,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,134,0.075,32,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,148,0.121,46,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,264,0.4,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,268,0.406,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,272,0.455,117,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,470,2.152,97,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,408,1.076,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,290,0.431,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,148,0.098,54,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,176,0.136,69,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,209,0.203,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,174,0.1,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,207,0.149,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,202,0.166,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,346,0.578,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,195,0.189,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,150,0.092,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,251,0.248,32,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,195,0.144,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,293,0.536,42,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,266,0.448,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,274,0.489,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,339,0.751,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,393,0.925,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,350,0.843,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,239,0.281,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,262,0.266,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,397,0.96,77,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,205,0.196,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,310,0.571,57,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,103,0.035,22,1953-1962,1,Productive forestland,0
1962,Rest of Sweden,173,0.095,57,1953-1962,1,Productive forestland,1
1962,Rest of Sweden,221,0.213,57,1953-1962,1,Productive forestland,1
1962,Rest of Sweden,535,1.907,57,1953-1962,1,Productive forestland,1
1962,SC Sweden,189,0.135,57,1953-1962,1,Productive forestland,0
1962,SC Sweden,276,0.321,57,1953-1962,1,Productive forestland,0
1962,SC Sweden,316,0.447,57,1953-1962,1,Productive forestland,0
1961,SC Sweden,184,0.247,57,1953-1962,1,Productive forestland,0
1961,SC Sweden,151,0.129,57,1953-1962,1,Productive forestland,0
1961,SC Sweden,229,0.311,57,1953-1962,1,Productive forestland,0
1961,SC Sweden,261,0.486,57,1953-1962,1,Productive forestland,0
1961,SC Sweden,217,0.259,57,1953-1962,1,Productive forestland,0
1961,SC Sweden,296,0.309,57,1953-1962,1,Productive forestland,0
1961,SC Sweden,167,0.141,79,1953-1962,1,Productive forestland,0
1961,SC Sweden,284,0.511,122,1953-1962,1,Productive forestland,0
1961,SC Sweden,310,0.557,116,1953-1962,1,Productive forestland,0
1961,SC Sweden,219,0.238,77,1953-1962,1,Productive forestland,0
1961,SC Sweden,323,0.406,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,254,0.431,97,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,336,0.839,97,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,243,0.288,73,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,214,0.314,68,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,313,0.674,84,1953-1962,1,Productive forestland,0
1961,SC Sweden,314,0.468,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,573,2.573,147,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,633,2.717,147,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,310,0.827,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,339,1.047,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,382,1.477,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,368,1.189,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,418,1.727,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,339,0.961,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,408,1.578,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,561,3.464,147,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,593,2.896,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,422,1.524,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,436,1.718,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,463,1.943,147,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,254,0.378,97,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,263,0.461,97,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,296,0.509,97,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,321,0.762,97,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,291,0.437,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,163,0.142,57,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,210,0.244,57,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,242,0.41,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,276,0.591,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,261,0.571,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,197,0.249,66,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,222,0.344,68,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,227,0.359,61,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,245,0.389,70,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,247,0.33,63,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,272,0.601,62,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,264,0.481,59,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,121,0.082,57,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,150,0.114,57,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,208,0.268,57,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,253,0.278,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,268,0.26,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,268,0.428,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,279,0.456,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,302,0.387,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,340,0.354,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,398,0.701,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,372,0.842,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,381,0.887,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,445,1.027,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,500,1.609,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,445,1.183,97,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,205,0.237,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,275,0.395,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,282,0.465,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,318,0.512,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,356,0.724,77,1953-1962,1,Productive forestland,1
1961,Rest of Sweden,331,0.491,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,371,0.95,140,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,442,1.325,130,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,100,0.034,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,118,0.05,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,181,0.155,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,204,0.193,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,155,0.148,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,186,0.255,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,218,0.318,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,443,1.637,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,158,0.145,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,185,0.194,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,222,0.307,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,219,0.343,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,249,0.449,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,284,0.587,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,280,0.557,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,253,0.451,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,241,0.308,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,290,0.439,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,178,0.154,36,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,160,0.133,35,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,184,0.174,37,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,344,0.523,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,371,0.651,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,423,1.657,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,378,1.344,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,414,1.519,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,113,0.077,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,152,0.131,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,121,0.08,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,269,0.471,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,453,2.47,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,411,1.952,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,534,3.434,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,451,2.352,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,342,1.282,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,483,2.919,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,454,2.404,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,416,1.646,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,352,1.09,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,357,0.881,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,419,1.545,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,360,1.204,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,431,1.5,117,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,354,0.877,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,175,0.106,42,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,284,0.484,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,292,0.438,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,301,0.459,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,432,0.939,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,707,4.105,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,356,0.825,97,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,182,0.106,58,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,209,0.183,58,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,226,0.211,58,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,257,0.279,58,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,251,0.416,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,275,0.476,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,260,0.424,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,326,0.659,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,283,0.554,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,384,1.131,77,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,281,0.47,57,1953-1962,1,Productive forestland,0
1961,Rest of Sweden,266,0.347,57,1953-1962,1,Productive forestland,0
